cod_imovel,area_desmat_ha,area_total_ha,perc_desmat,sujeito_suspensao
AP-1600055-9E8AED87FD954BA6819AD2022605A9E1,2.806270136036248,9.191294481432273,30.53,SIM
AP-1600055-A0B84F66D5A14B59831D9964393FAEE3,1.6491082033656275,49.84245108819165,3.31,SIM
AP-1600055-A0D9096C6DB14756B708C36431FBC0B7,0.22346573339870823,47.45512999414325,0.47,SIM
AP-1600055-A1A1864C521048A19953E32EAD12EE57,0.02998256959163293,494.03770625120467,0.01,SIM
AP-1600055-A4BEC34BD5E9403EBFF7885C65486A02,10.393698171077414,197.91931059571152,5.25,SIM
AP-1600055-AB3B7AD18EBE40FDA1ABBF9A38F79CB8,0.06803379334195585,50.872265732988225,0.13,SIM
AP-1600055-AB9907F4983F4512919D88DC101B7899,1.9740761299532479,49.81886112376805,3.96,SIM
AP-1600055-ABAFC87EE4F341EC89F985AD01254DEE,7.120751724003267,47.902093699197984,14.87,SIM
AP-1600055-B32E6A5D373F4A0B8B89F66CCBF7ABC8,0.6171942719297895,48.97084346013434,1.26,SIM
AP-1600055-B414D6D7AC044305970995F6FAA1A798,1.4713433265299154,2.8719204810941323,51.23,SIM
AP-1600055-B52A4B8B511D46C689C8D04B1383E605,0.27186949643734304,562.1448585267209,0.05,SIM
AP-1600055-B5A2550FA98D444A85F47EA8E80707BF,0.9842295008742432,44.92873227641925,2.19,SIM
AP-1600055-B90AF3DDF1464F488AF1665819B10AD5,2.7666042542089757,50.000389996497,5.53,SIM
AP-1600055-C503C757A722494EA75917AB0C207ECF,0.3420467293166721,48.81986031918574,0.7,SIM
AP-1600055-C757452710564BAB82CA6AA88EA18AF6,3.130095144911089,160.5693412162621,1.95,SIM
AP-1600055-D0C9F43740FC4119BC83750260DF6579,2.447483048076447,20.15109698229138,12.15,SIM
AP-1600055-D29464906BD345C8A04C00A243C2E8D2,0.08103056002433573,50.06050464614072,0.16,SIM
AP-1600055-D44C4959548F40F298470FBF6D0653ED,0.23547690351394585,98.35447936495889,0.24,SIM
AP-1600055-D459043B28BF44DB925DC8031E80D5BC,2.102492950866589,107.65356765295938,1.95,SIM
AP-1600055-D47E453387444CD2A3F54C505FCF0618,0.06717062530426653,46.528745689793304,0.14,SIM
AP-1600055-D51ADF9554CA4E07A74F8DA9AE736E53,4.823470588290092,13.130527599545207,36.73,SIM
AP-1600055-D6CA81AA9FDD4E57823CD784E25C5CF2,2.1014880782502785,7.772574787794973,27.04,SIM
AP-1600055-DE551CEBA3214C7EB9ADEA4BAA391F4F,5.804842590954686,52.40753470540666,11.08,SIM
AP-1600055-DEA1D95607C54E53B9E68F15DF7C3432,1.6971337669111453,45.93389794257659,3.69,SIM
AP-1600055-E06834A37E394E88A9300A8BE052A061,0.830451510612662,35.01137155119728,2.37,SIM
AP-1600055-E158C312E29447728B3E25508FC05F5A,14.18486437900869,176.96410586703936,8.02,SIM
AP-1600055-E52ABFD733534C6DB8BC94F87F044E2C,1.4383539532014626,270.336856645573,0.53,SIM
AP-1600055-E8DCE7C50B98452AA22948E3244EF097,115.4011633606402,24046.366877471897,0.48,SIM
AP-1600055-F92122AA34DB4B9C8AE87CA87EF9B3D3,5.863485641092944,63.559061984469494,9.23,SIM
AP-1600055-F967D42B4D7F401BA87DD39CD761AB2E,0.09769767048669428,73.01739205399541,0.13,SIM
AP-1600055-FB3E86DABE1F4B58B9CDE8D94C877C76,0.06933275315097641,49.701082755391795,0.14,SIM
AP-1600055-FE1E9119535B4342AAF29E54C79842B1,0.7827625219823469,48.89493693774023,1.6,SIM
AP-1600105-00A2ABA8EFEA4DDBAFDCAA32D7FACD89,6.760117891606073,73.25712991608684,9.23,SIM
AP-1600105-00EDA2DC42404F179AC9441E3504F99E,1502.0301576793177,997.2206319956839,150.62,SIM
AP-1600105-00FD88C4ADF5498DA857A9F65D7E6534,97.00767526817022,55.1115033406588,176.02,SIM
AP-1600105-0182D10EFB154666859E42BC51D7912C,2.787482732171184,52.29427393694505,5.33,SIM
AP-1600105-01A9AA04F45D4AE2A23F7B8DB51EF650,3.5361315211648465,33.165316959850834,10.66,SIM
AP-1600105-04A5757248744461AA4C8B5D5874AFA7,6.389278866441259,14.901148937042803,42.88,SIM
AP-1600105-04D2DA66CF5B4B3E89F3AE56DFDBA3DA,213.40445307817788,982.2556289099741,21.73,SIM
AP-1600105-05FAE89768F5486AB502970E6FDA0211,4.730855485948722,48.822810209697685,9.69,SIM
AP-1600105-064B0E699ECE4A0DA67CC81F2ED640EF,3.849744960253159,50.44813489296862,7.63,SIM
AP-1600105-0759F4D564B54B2098FC336DB0FDB6C2,87.20685694518087,1833.042635643085,4.76,SIM
AP-1600105-07E0FC4FD7BB441F9FDD4FC283BFE1DF,49.85925576439089,314.67355851399975,15.84,SIM
AP-1600105-0826D7E87F0648BEA7CFD43547F3ACD3,0.011050922927539966,50.08232809739694,0.02,SIM
AP-1600105-0866BDB27A2447C7B1E19F594D660586,14.210750177966165,50.19300570451166,28.31,SIM
AP-1600105-093F8169508746938DF3A5E6D6E53441,5.886254699462907,49.236810599852895,11.95,SIM
AP-1600105-0B1A8212E3404F6A9B9276FE9041C619,1.2102982495463985,13.005524800725482,9.31,SIM
AP-1600105-0BFBA083FE784AC99C23AF5252DB41FC,3.2475291751658433,28.30533724661176,11.47,SIM
AP-1600105-0C8169A8B8214C0F92A362E82E25EF8D,1264.4560338095812,9999.945832609754,12.64,SIM
AP-1600105-0FE2AB4B12DE41908F1DD25BCB6FF8F8,305.91888602724646,969.1479220004439,31.57,SIM
AP-1600105-104A47E558EB46358C078E892A8694D5,515.255883520854,704.9411706004399,73.09,SIM
AP-1600105-10A12928A1234CF594C6E050FA206649,73.96833358419372,224.66726340911384,32.92,SIM
AP-1600105-10D64B3AB87447BA92F07B072512C81B,4.75327932404165,48.44109805731414,9.81,SIM
AP-1600105-110160507049460BBD146DA780091877,10.916735553351895,55.91020479113392,19.53,SIM
AP-1600105-13387960661A4CEBBD333B64C073ADE1,771.1438536007071,1033.3581910306987,74.63,SIM
AP-1600105-136155717AF346E4B989DCDA2C525F60,0.014581109967255299,3.253890261334156,0.45,SIM
AP-1600105-145173A2EEEA4E6D96013051A592BA99,205.3819397943996,165.66668319109868,123.97,SIM
AP-1600105-155BD6EF0C10494AAF8F174AC47A45D1,537.5755622801148,399.2401610089279,134.65,SIM
AP-1600105-157E2BBE82D046618BAA2B45A8774E42,3.849744960253159,50.44813489296862,7.63,SIM
AP-1600105-15DCCEC7B9384D2CBB7C10A9F7048B9E,14.038151956565292,50.880981154284115,27.59,SIM
AP-1600105-16812A98A4E34BC8887DEB7399041F17,9.773264079787054,51.17363417083961,19.1,SIM
AP-1600105-179851A063E945BB9719CDD1A19D8D17,230.91228977260766,947.4770555449014,24.37,SIM
AP-1600105-18CA9AEFB44F43FDA34A581ECE28F918,0.34994165404958816,45.25641940457378,0.77,SIM
AP-1600105-1950532CF2364DFCBFE2AD5959CB958F,49.03988179687465,218.50984838644732,22.44,SIM
AP-1600105-1A216858C50046D6AD0FB88B9605D541,546.7639259233662,1048.4661856232253,52.15,SIM
AP-1600105-1B42F87F7D084D8D8EC477B648292766,315.581462249139,1047.1789257439143,30.14,SIM
AP-1600105-1BA9F751C17A45F496A369B02566D32A,2.3422437789594404,55.424306619988414,4.23,SIM
AP-1600105-1CD24EF2F5814302A4821EFDC52F7A5B,108.99177326111214,85.5543235237645,127.39,SIM
AP-1600105-1CD2B09BC58246DE9BE8712032A9E184,3.855448241103631,4.242087377881496,90.89,SIM
AP-1600105-1D218FEF0AE144F998631A0B7351172B,1.5342566332391276,52.58632601412715,2.92,SIM
AP-1600105-1D6D2F21FD8D44A591772326D59CF2F2,0.08381656926323576,2.905759185358703,2.88,SIM
AP-1600105-1E424BD339044D7D9EB98D181A9A0C76,12.460532429831476,47.40738940812924,26.28,SIM
AP-1600105-20783216F03C402DBC9BC05E1A36D163,5770.4389143009985,20534.837501029517,28.1,SIM
AP-1600105-20BD9D7F3C6C4277BF93B3156A0E3DDC,549.1396310872573,984.7931746957589,55.76,SIM
AP-1600105-21BCEA66E9C74FB097C02E8490A2C2F6,6.867020818692396,1724.0332105779294,0.4,SIM
AP-1600105-21D604342B334F52AA1EA6E535F3AB55,1.7296542613673374,146.12417224491426,1.18,SIM
AP-1600105-23F7C9763E674BD3858F2D079B37A93C,7.686210470567119,54.13545562628846,14.2,SIM
AP-1600105-249EDB76059041DC8E44737911810AA2,0.085702484364423,74.30849246807355,0.12,SIM
AP-1600105-27001C95D1744CE4BEC33AFE0EE905A9,4.738981647431576,5.958917438345755,79.53,SIM
AP-1600105-2841ACED40AC455980C6DD2C49B44527,0.7862461311142317,8.300499998543067,9.47,SIM
AP-1600105-28B1D848D5F94C88AB57158BC3E1BBFA,796.7254904221818,882.6282718863204,90.27,SIM
AP-1600105-29CEE5DF279F459087098CA4B2426B75,1.8855600452177994,5.473517639585009,34.45,SIM
AP-1600105-29EE83B1FF2343EE8222BCB8E736B69A,18.312099332017414,49.74433827179082,36.81,SIM
AP-1600105-2E56D96BFC55418BA1D387AF31787608,354.5352824305151,309.05198287503515,114.72,SIM
AP-1600105-2F0A7A4AEF114A65849190AC29AFF197,136.0196803818067,384.20263500558826,35.4,SIM
AP-1600105-2F59868AC36544299498DBFF19BB9CB9,0.4042841551076207,40.92772708934483,0.99,SIM
AP-1600105-317934800249497A9676A3A5C821DE7E,204.15788021589384,958.8820515221244,21.29,SIM
AP-1600105-32A14A8BA5624CABBAE27A1A091A9D75,86.2127784703582,397.070504774684,21.71,SIM
AP-1600105-33961FD3291A4DBCBA19F525803D6A89,244.6226481614612,1869.7260118922613,13.08,SIM
AP-1600105-34F9766201CD454B891050C9E3C3B0C8,517.766455161308,956.9628725397106,54.11,SIM
AP-1600105-3563B1745B4B41938A3CE5BC98B8BA2B,12.538941872636986,116.371440177291,10.77,SIM
AP-1600105-3691D8C76D624495BF3301F88496D2D7,2.1409160206163698,54.88520422752257,3.9,SIM
AP-1600105-370F9B08B7F446A1B94D514587BC15D2,42.61990538894112,52.02950921961991,81.91,SIM
AP-1600105-377DF1CFACD14E17B4FC5D7CF6BA3C85,2.794870999209585,47.17549797832685,5.92,SIM
AP-1600105-39163F9A93DF46868E5E9647B149F949,64.54612818694392,741.6003607442688,8.7,SIM
AP-1600105-3BF20750301141E59FA71BD979C18543,1.2506821941426123,41.30852499294099,3.03,SIM
AP-1600105-3C786446C7BC488C83229740846F0420,358.4656681460374,835.6449808909806,42.9,SIM
AP-1600105-3E917246CA1849FFBDE56A33E9F4C189,23.523828396762216,39.06077592373667,60.22,SIM
AP-1600105-3EBD98496E5144AF91DA249F8416A47D,250.08494636657227,1031.4294722899251,24.25,SIM
AP-1600105-4011E40AFE0B4815B0D0C393088F9676,536.8869997972947,982.1038381344949,54.67,SIM
AP-1600105-40707C866178414AA514E32EB48D61DF,71.6094005622921,368.4095468850736,19.44,SIM
AP-1600105-4324016264D44AEC984DFFFDA506BAAA,28.929937197763483,99.08472877546863,29.2,SIM
AP-1600105-4464008E5F0C4636A5C54F17CF2FA2BF,16.187414511427527,35.88627772824537,45.11,SIM
AP-1600105-448F066156DA4882B16AFE63868499D9,7.917596655424841,15.549609609037134,50.92,SIM
AP-1600105-44CC0D582C2D45738FDEC01DF54D4DBB,10.750018843437221,132.94845480002868,8.09,SIM
AP-1600105-44F04ECBD36C4F50965FB2F342976B6D,45.4038706470856,99.405643580611,45.68,SIM
AP-1600105-456743957F5F44EFBAD561112AE9C3D5,0.030080699627059393,48.122176682010185,0.06,SIM
AP-1600105-45B60CD33C704717A7CC533E5E361FEC,24.63099324269769,61.48254433804668,40.06,SIM
AP-1600105-469AA5B854E0442BBB4C5B1E23EE83C8,0.1482700402951858,39.41893127466017,0.38,SIM
AP-1600105-482C9AB07C4545D395B050226F85DBBC,126.59677964316322,3234.326003734932,3.91,SIM
AP-1600105-498F306929394C8CBE5EDC6B3C8AD7DD,1.3927170917753096,19.903787776212695,7.0,SIM
AP-1600105-4A0DCEC89DA34A2B84046E29D0092F4E,66.8059760881506,677.3663701552995,9.86,SIM
AP-1600105-4ADA8920F4354AA09D546C69D44CC5AF,3.2120556358483707,83.8771540595481,3.83,SIM
AP-1600105-4B1399818C1F49408A145A4E5C0B2AC0,62.78807107503346,47.92050112846263,131.03,SIM
AP-1600105-4BC618C11B94465BB544DB54B508C8ED,336.6762987755041,987.2315401179433,34.1,SIM
AP-1600105-4C057BB6EC1843C7BFCA789EAF535788,12.842416691201535,111.01241162503823,11.57,SIM
AP-1600105-4D7CAC0459974545B7478DDB3E83450A,341.7300057871106,1042.8669394396047,32.77,SIM
AP-1600105-4E6B2105F90747ACA5CE2C6688091FA1,60.206411009215046,45.381788899740485,132.67,SIM
AP-1600105-502F1512E8E44DCB8DD4A49FBD84E060,0.44689215894416484,2.1140261739567623,21.14,SIM
AP-1600105-5080CC54081844C0B3626B501415DAAA,35.27650419352834,58.78076377591478,60.01,SIM
AP-1600105-50A0E40A036C41CB896896841DF854A2,1555.350796306469,2355.158614302086,66.04,SIM
AP-1600105-516C44BE652843FB8A400FF34906C171,17.160223893942465,42.583840588648705,40.3,SIM
AP-1600105-5171A58849E74F51877E9A8C3BB4ADCC,259.3309421250849,255.93381234969385,101.33,SIM
AP-1600105-519A085B650C461CB9EED447090763F1,311.9899927107907,1289.5119795998141,24.19,SIM
AP-1600105-5255880109FE4308950586DC3657639D,507.4227491729523,755.5363509178549,67.16,SIM
AP-1600105-529E466D2A7A4512AE8674E4D333684E,3388.4083676952273,17517.54956239152,19.34,SIM
AP-1600105-5310D5B204224968A5292AB1B093F22A,248.42905296914523,325.62776634268954,76.29,SIM
AP-1600105-53C4E2D0EAEF4240BE744E3C84671314,3.354225662127904,24.047265585810216,13.95,SIM
AP-1600105-547606BA7F0A4B31AA7A2866C3A426A7,16.062791860434924,168.2235817497863,9.55,SIM
AP-1600105-5504E8E9C178496FAE571AEB18E36C32,2.377297906349815,200.2280613308909,1.19,SIM
AP-1600105-57240A9C2E274D58B4F0F4A402FF4F23,341.7300057871106,1042.8669394396047,32.77,SIM
AP-1600105-57A098543902410B8921C1E09C768C6A,534.2135884476401,982.1111790917191,54.39,SIM
AP-1600105-57C54BBE9AC54CB7B7FA9EABCDBCF534,3.924760953954932,50.60532791832899,7.76,SIM
AP-1600105-58088AD81C7241F6B79806633889331C,2.193260142165571,686.3524302460622,0.32,SIM
AP-1600105-58742711477C4F9591AEE62A6943525E,14.360199139056398,61.0732551427432,23.51,SIM
AP-1600105-5C6E10E34CE64FAABB9DA3215B19B0C1,2824.2376812207563,3221.7555480768965,87.66,SIM
AP-1600105-5D3FA967DA9C43808F6B00E8C2890F94,1.0202882496414738,49.29232990601776,2.07,SIM
AP-1600105-5D4BFD3ACD4444F08D71C07AFE21C3B8,546.7639259233368,1048.466185623256,52.15,SIM
AP-1600105-5E927BB38015463984C96CBFB6B6E4B5,6.954612621593068,25.069775351167163,27.74,SIM
AP-1600105-5ED19F522CFD43EA9097FFC499A43C36,49.48969298467288,117.94694072553517,41.96,SIM
AP-1600105-6023E58E357749BABB16F76C70903D70,107.4879717176946,549.1719986712689,19.57,SIM
AP-1600105-602428239B1447D2B0458B76B62CD580,0.32094805098802615,45.65673157841177,0.7,SIM
AP-1600105-631702847FD340D4A40CD9993EB00611,9.68169136806191,50.93665194373202,19.01,SIM
AP-1600105-635D01B20142487B850C4D550369CBF1,2.2100294267071146,52.021729822783605,4.25,SIM
AP-1600105-643B5FA9B73F4567960AFB371FADDDDE,325.3857746369153,231.36699709095913,140.64,SIM
AP-1600105-64D72E2506E24CE28A749FAB9EFD3E39,7.686210470567119,54.13545562628846,14.2,SIM
AP-1600105-6573288820A3431DBECCF411A353B90E,33.2950808854643,400.4355036964983,8.31,SIM
AP-1600105-66150463995848C68C93B037445EE516,4.9138348346079805,24.826807524365556,19.79,SIM
AP-1600105-68C290824D134432846381C5E27040CC,21.7816629655739,98.64475141469023,22.08,SIM
AP-1600105-69783F03A88446348A53F29152B5729A,6.671009927771866,50.84818499882761,13.12,SIM
AP-1600105-6BDE0D8F50E74ADE928D9A9D7641A25A,8.429242296478522,136.72179459376252,6.17,SIM
AP-1600105-6C140820731F48989D0AD51AE1CDFE9F,181.920370947717,171.13379191657882,106.3,SIM
AP-1600105-6CD0E6C3D7554E2898D813A291175BBF,5.6319617352435465,28.163523237599293,20.0,SIM
AP-1600105-6FC23CA09067486F9D696E714F9D1AC7,127.19900513557435,4353.138876988987,2.92,SIM
AP-1600105-701D61F2CB704BBBBD8E961BCE9E683C,64.63019408610981,54.53864552910392,118.5,SIM
AP-1600105-706A41C594084D4CB9E5268BEC1FA3FE,580.9010248562685,734.8129610476226,79.05,SIM
AP-1600105-7105A57678A7486DA93889DCBF98CB3D,3.9981585414472005,45.96452874316807,8.7,SIM
AP-1600105-751C06DD960C4852B5BB1F19922E5B2C,57.69100002332084,182.87996997754092,31.55,SIM
AP-1600105-75FFDFB81438494FB65CE8C5659C278D,6.135909572683775,47.71024044805772,12.86,SIM
AP-1600105-76B1053E6698485E9E0270455C8EA746,515.2559105989556,704.9411975222233,73.09,SIM
AP-1600105-76CB143C77ED438E99AEE076FB509F1D,16.447153535320616,478.6935593535853,3.44,SIM
AP-1600105-770317831D224508851EEA708F4882B4,0.6884936892979134,973.6793812740128,0.07,SIM
AP-1600105-772B1D4CA4C94BB1B6E61E7B11E13EE0,108.54681587680197,546.4120017502211,19.87,SIM
AP-1600105-77894543BD7945449EF6A27843586B65,371.60807825081685,353.75484287785173,105.05,SIM
AP-1600105-77D5FED4B98E41C18A3BBEDFBE74213F,855.7480004055684,1046.9662781964112,81.74,SIM
AP-1600105-7961ED02D3EF42B7B5E1C2F27ACD1EC4,100.76561349721169,991.0041631366761,10.17,SIM
AP-1600105-7AF9E96240C64E478BC1AD7F73DB0A9E,3.982115727839257,366.97434383504446,1.09,SIM
AP-1600105-7B0130DA2A9847478E9BED5020FF43DE,65.17804229869165,169.5842654455968,38.43,SIM
AP-1600105-7B7A3D949C3145ED887F3BCDF13EF91B,17.463417712492078,75.94704915337527,22.99,SIM
AP-1600105-7C46F18A5B494BA88CF37ED42275CBC7,2.5744699701484786,36.434389571593336,7.07,SIM
AP-1600105-7EF0FA7D07A7441380B449991B32BA83,39.21791489084283,176.87793633020647,22.17,SIM
AP-1600105-7F32679224F04EEA9AA010EC2C94694E,19.585141426754728,50.555741112524586,38.74,SIM
AP-1600105-7F43614C6BC54054940D17EBB1A1F805,0.1494313411354812,77.73042820752937,0.19,SIM
AP-1600105-7F6100ACC2CD45A391F866E2B29ED74C,7.794547646035637,51.61097151750654,15.1,SIM
AP-1600105-81229D07508645ED918990BF814BCC1A,327.5790684860597,955.7019165006373,34.28,SIM
AP-1600105-823404A9821848889F444D6BB1C0781F,85.34723369460885,775.5936630476525,11.0,SIM
AP-1600105-830592E0324748D3802E2CC8738303F2,9.527255622878933,15.920406419996738,59.84,SIM
AP-1600105-8323E6CDA47F46EA94FCF60F4F3E4398,76.40976386987506,942.0528196078579,8.11,SIM
AP-1600105-848D3C9EE4A543DDB038D33EF630EFA5,9.559153618373722,32.522063108273855,29.39,SIM
AP-1600105-84BB7CFD553E48E88DA5E77D540439A6,6.2621195435114725,44.43530556242997,14.09,SIM
AP-1600105-86D361927F324CC38244C876A88CC9C8,202.6223065140093,648.1033777448131,31.26,SIM
AP-1600105-86E85D9DA50744079F9889EA7FE486B3,36.413799561494834,77.51133043607066,46.98,SIM
AP-1600105-87571B3F4E284B788DC67D5959DE663E,15.062903851513472,50.24858538736279,29.98,SIM
AP-1600105-875A037B79494B30B2D82348698F9D0F,4.552949027784545,59.56447913724603,7.64,SIM
AP-1600105-88428D299FC44B8AAEE7C521CEAA1567,4.951563679449607,57.4567344645874,8.62,SIM
AP-1600105-88BD0AA3654541F696DC105B6C5185E6,9.405312192607006,39.891839607943105,23.58,SIM
AP-1600105-89C420579FE74F71995A80778CF57193,9.828150424331866,22.635506281617864,43.42,SIM
AP-1600105-8DA27ECCB122455C830EB55AFCA4D432,175.9556547420554,253.1871260986927,69.5,SIM
AP-1600105-8E12A74DF36948798DA55DB3A61354BD,213.9587528257694,995.4907704253517,21.49,SIM
AP-1600105-8E86A3DF8D2D4DC99D51B3F525743263,3.982115727839257,365.23661026903073,1.09,SIM
AP-1600105-8EC40CAA4D334D6F98FFC64AEF362618,300.15343556549567,723.5563454517026,41.48,SIM
AP-1600105-8F27E522778A4242880F71F282A2952E,9.507089255938906,32.522063108962705,29.23,SIM
AP-1600105-8F9EE65683E04DF9B31BCC1014F04399,26.020531758469822,786.9783191799596,3.31,SIM
AP-1600105-8FB85A65D90A48D99F35FE6D89E7060D,4.9138348346079805,24.826807524365556,19.79,SIM
AP-1600105-90029EF5156442A580D98FC919E9BE37,107.26766167701055,174.9673106314801,61.31,SIM
AP-1600105-904D9BCA39BE48E792E28F274DD56838,21.85288144971239,25.04927694288807,87.24,SIM
AP-1600105-908C1B064EEA4AB39B211E19C47EDC1D,88.20802420580783,612.2087218638677,14.41,SIM
AP-1600105-90C99D5FEE4540F384730F579C75D1F6,13.241115239499061,104.7002171661031,12.65,SIM
AP-1600105-911AF0E904174EABBCF2688B61C45850,24.687297431212862,37.09609999336372,66.55,SIM
AP-1600105-928410724E7F4742BA48129AB51B8504,8.663626153332926,44.91757295310697,19.29,SIM
AP-1600105-93831E75ECA24960ADE38D192B387E74,7.2022334828907795,15.816488840553433,45.54,SIM
AP-1600105-93FE43A419814842B92C49AA4512F6B5,362.1112844158895,835.65123449851,43.33,SIM
AP-1600105-948D33A42C49467A87848EF96062EDA1,38.64458161707306,150.28408727505612,25.71,SIM
AP-1600105-964B3D4421B64268A8A8676039BB79DC,0.0529545767357811,45.420488110549606,0.12,SIM
AP-1600105-987ADAC0FA8F42039FB4B9D354184968,3.509590462338245,42.34293701103396,8.29,SIM
AP-1600105-98BDCF256BE04866ADE86207F5D1BC54,230.91228977248383,947.4770555450592,24.37,SIM
AP-1600105-98D00C1E011A4A7BAF2C2A6A1160DFDD,285.46147219498965,964.3490483415676,29.6,SIM
AP-1600105-98F1DE54AA5545BBA3438E2FB94640F2,3.9401477777364415,135.92904997569687,2.9,SIM
AP-1600105-9AD0DB0904D14B369BC6F7236A08A0DE,8.812735287357508,32.52206310792445,27.1,SIM
AP-1600105-9BD7A7EF8490473E815EAACC29A3B264,20.3191757969059,160.59723680665977,12.65,SIM
AP-1600105-9C38B6A03DA646F2A32411B3613A6211,0.33369140620326204,2.3763711880176785,14.04,SIM
AP-1600105-9C9B8C1E03DC4859957EA7B18274C85E,433.2708194178397,12325.274895510376,3.52,SIM
AP-1600105-9DD7EF37997E4E2BB218D5B9432A3E04,0.05477889321160233,1797.1868264617638,0.0,SIM
AP-1600105-9E1BD77DAEF14164A5193884426C39CD,21.742493213127386,51.34800560862865,42.34,SIM
AP-1600105-9EF312922D184BB19E75A2F9B41B631B,6.798506873545428,358.7861598821523,1.89,SIM
AP-1600105-A004190208364EE9B67ACB794CFCCA3B,232.03282945932918,8093.197018642949,2.87,SIM
AP-1600105-A01B6C35F3AF41668530764709BC4A96,21.42865708922138,95.47395552601301,22.44,SIM
AP-1600105-A09EB609AD83463799A1BFD2E2172AB4,42.57784672961585,49.672344254790744,85.72,SIM
AP-1600105-A266A5850261423EAC17EAA64A9DEBD0,0.14048221676463307,65.78300163379278,0.21,SIM
AP-1600105-A27CC6F74D2D4B159B76792CC2121810,0.08438603225454236,49.32056820977379,0.17,SIM
AP-1600105-A321087D2B694643B44BFC1C11015995,19.9198469629742,48.287465552390785,41.25,SIM
AP-1600105-A53458534EE6427790389874618D6F67,26.868159337728454,95.44208122685463,28.15,SIM
